,技能名稱,預設,主手裝備,副手裝備,身體裝備,效果編號,效果類別名稱,屬性名稱,屬性值,屬性追加,消耗MP,射程,類型,連擊,動作時間,詠唱/蓄力時間
,,,,,,9,extra,caption,造成攻擊後迅速向後退5m。,,,,,,,
11,,非預設,旋風槍,,,1,damage,multiplier,750+$BSTR*0.5,,,,,,,
,,,,,,3,damage,multiplier,750+SLv*25+$STR,,,,,,,
,,,,,,5,damage,multiplier,500+SLv*25,,,,,,,
,,,,,,8,damage,multiplier,250+SLv*25,,,,,,,
8,1,魔像技能,,,,,,,,,,,,,,
0,召喚魔像,預設,法杖,,,-,text,text,召喚魔像，自身攻擊回復失效並由魔像攻擊來回復MP。,,500 ,,須詠唱,無法放入連擊,,2
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,list,text,可在EX技能選擇召喚的魔像類型與分配魔法燈點數（可分配魔法燈：${SLv}）。,,,,,,,
,,,,,,,,mark,魔法燈,,,,,,,
,,,,,,-,list,text,魔法燈可提升魔像的性能，可分配在攻擊、盾牌、速度三種屬性上，未分配的魔法燈點數會作為能量點，提升魔像活動時間。,,,,,,,
,,,,,,,,mark,魔法燈,,,,,,,
,,,,,,-,stack,name,能量點,,,,,,,
,,,,,,,,id,0,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,default,10,,,,,,,
,,,,,,-,stack,name,攻擊魔法燈,,,,,,,
,,,,,,,,id,1,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,default,0,,,,,,,
,,,,,,-,stack,name,盾牌魔法燈,,,,,,,
,,,,,,,,id,2,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,default,0,,,,,,,
,,,,,,-,stack,name,速度魔法燈,,,,,,,
,,,,,,,,id,3,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,default,0,,,,,,,
,,,,,,-,proration,damage,normal_attack,,,,,,,
,,,,,,,,proration,none,,,,,,,
,,,,,,-,damage,name,槍兵型魔像,,,,,,,
,,,,,,,,constant,0,,,,,,,
,,,,,,,,multiplier,200+(20+2*stack[4])*stack[1],,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,
,,,,,,,,base,matk,,,,,,,
,,,,,,,,stack_id,"0,1,2,3,4,5,6",,,,,,,
,,,,,,-,extra,caption,${10+stack[0]*10}秒。,,,,,,,
,,,,,,,,condition,召喚後活動時間,,,,,,,
,,,,,,-,extra,condition,基礎攻擊距離,,,,,,,
,,,,,,,,caption,1m,,,,,,,
,,,,,,-,extra,condition,額外命中屬性,,,,,,,
,,,,,,,,caption,${20*stack[1]+2*stack[4]*stack[4]},,,,,,,
,,,,,,-,extra,condition,移動速度,,,,,,,
,,,,,,,,caption,${75+15*stack[3]}%,,,,,,,
,,,,,,-,extra,condition,召喚者在${4+0.2*stack[5]}米內，提供減傷,,,,,,,
,,,,,,,,caption,${(2+0.2*stack[5])*stack[2]}%,,,,,,,
,,,,,,-,damage,name,盾兵型魔像,,,,,,,
,,,,,,,,constant,0,,,,,,,
,,,,,,,,multiplier,100+(20+2*stack[4])*stack[1],,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,
,,,,,,,,base,matk,,,,,,,
,,,,,,,,stack_id,"0,1,2,3,4,5,6",,,,,,,
,,,,,,-,extra,caption,${10+stack[0]*10}秒。,,,,,,,
,,,,,,,,condition,召喚後活動時間,,,,,,,
,,,,,,-,extra,condition,基礎攻擊距離,,,,,,,
,,,,,,,,caption,7m,,,,,,,
,,,,,,-,extra,condition,額外命中屬性,,,,,,,
,,,,,,,,caption,${20*stack[1]+2*stack[4]*stack[4]},,,,,,,
,,,,,,-,extra,condition,移動速度,,,,,,,
,,,,,,,,caption,${50+15*stack[3]}%,,,,,,,
,,,,,,-,extra,condition,召喚者在${4+0.2*stack[5]}米內，提供減傷,,,,,,,
,,,,,,,,caption,${10+(2+0.2*stack[5])*stack[2]}%,,,,,,,
,,,,,,-,damage,name,破壞者型魔像,,,,,,,
,,,,,,,,constant,0,,,,,,,
,,,,,,,,multiplier,100+(20+2*stack[4])*stack[1],,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,stack_id,"0,1,2,3,4,5,6",,,,,,,
,,,,,,-,extra,caption,${10+stack[0]*10}秒。,,,,,,,
,,,,,,,,condition,召喚後活動時間,,,,,,,
,,,,,,-,extra,condition,基礎攻擊距離,,,,,,,
,,,,,,,,caption,14m,,,,,,,
,,,,,,-,extra,condition,額外命中屬性(對此魔像無意義),,,,,,,
,,,,,,,,caption,${20*stack[1]+2*stack[4]*stack[4]},,,,,,,
,,,,,,-,extra,condition,移動速度,,,,,,,
,,,,,,,,caption,${25+15*stack[3]}%,,,,,,,
,,,,,,-,extra,condition,召喚者在${4+0.2*stack[5]}米內，提供減傷,,,,,,,
,,,,,,,,caption,${(2+0.2*stack[5])*stack[2]}%,,,,,,,
,,,,,,-,list,text,魔像的攻擊屬性（MATK、暴擊率、暴擊傷害、貫穿、攻擊速度等等）均繼承自角色。但行動速度不繼承（受強化速度技能影響）。,,,,,,,
,,,,,,-,list,text,一般攻擊傷害提升效果不影響魔像傷害。,,,,,,,
,,,,,,-,text,text,強化攻擊、強化盾牌、強化速度，會分別提升對應魔法燈的效果。,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,skill,"強化攻擊,強化盾牌,強化速度",,,,,,,
,,,,,,,,mark,魔法燈,,,,,,,
,,,,,,-,stack,name,強化攻擊,,,,,,,
,,,,,,,,id,4,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,default,0,,,,,,,
,,,,,,,,value,getSkillLevel('4-8-2'),,,,,,,
,,,,,,-,stack,name,強化盾牌,,,,,,,
,,,,,,,,id,5,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,default,0,,,,,,,
,,,,,,,,value,getSkillLevel('4-8-4'),,,,,,,
,,,,,,-,stack,name,強化速度,,,,,,,
,,,,,,,,id,6,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,default,0,,,,,,,
,,,,,,,,value,getSkillLevel('4-8-6'),,,,,,,
0,,非預設,弩,,,,,,,,,,,,,
0,,非預設,魔導具,,,,,,,,,,,,,
1,槍兵型．改,預設,法杖,,,-,passive,caption,強化槍兵型魔像，提升其貫穿力與暴擊率，其他型號的魔像也能享受部分效果。,,,,被動,,,
,,,,,,-,extra,condition,槍兵型魔像,,,,,,,
,,,,,,,,physical_pierce,5+7*SLv,,,,,,,
,,,,,,,,critical_rate,Math.floor(7.5*SLv),,,,,,,
,,,,,,-,extra,condition,其他魔像,,,,,,,
,,,,,,,,physical_pierce,Math.floor((5+7*SLv)/3),,,,,,,
,,,,,,,,magic_pierce,Math.floor((5+7*SLv)/3),,,,,,,
,,,,,,,,critical_rate,Math.floor(2.5*SLv),,,,,,,
1,,非預設,弩,,,,,,,,,,,,,
1,,非預設,魔導具,,,,,,,,,,,,,
2,強化攻擊,預設,法杖,,,-,passive,caption,每1點攻擊魔法燈，提升的傷害倍率增加${2*SLv}。並常駐提升魔像${2*SLv*SLv}點命中。,,,,被動,,,
2,,非預設,弩,,,,,,,,,,,,,
2,,非預設,魔導具,,,,,,,,,,,,,
3,盾兵型．改,預設,法杖,,,-,passive,caption,強化盾兵型魔像，提升其活動時間與減輕傷害距離，其他型號的魔像也能享受部分效果。,,,,被動,,,
,,,,,,-,extra,condition,盾兵型魔像,,,,,,,
,,,,,,,,caption,活動時間+${4*SLv}秒。<br>減傷範圍+${0.2*SLv}m。,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,extra,condition,其他魔像,,,,,,,
,,,,,,,,caption,活動時間+${2*SLv}秒。<br>減傷範圍+${0.1*SLv}m。,,,,,,,
3,,非預設,弩,,,,,,,,,,,,,
3,,非預設,魔導具,,,,,,,,,,,,,
4,強化盾牌,預設,法杖,,,-,passive,caption,每1點盾牌魔法燈，提供的減傷+${0.2*SLv}%，並常駐使魔像的減傷範圍延長${0.2*SLv}m。,,,,被動,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,,非預設,弩,,,,,,,,,,,,,
4,,非預設,魔導具,,,,,,,,,,,,,
5,破壞者型．改,預設,法杖,,,-,passive,caption,強化破壞者型魔像，提升其貫穿力與暴擊率，其他型號的魔像也能享受部分效果。,,,,被動,,,
,,,,,,-,extra,condition,破壞者型魔像,,,,,,,
,,,,,,,,magic_pierce,5+7*SLv,,,,,,,
,,,,,,,,critical_rate,Math.floor(7.5*SLv),,,,,,,
,,,,,,-,extra,condition,其他魔像,,,,,,,
,,,,,,,,physical_pierce,Math.floor((5+7*SLv)/3),,,,,,,
,,,,,,,,critical_rate,Math.floor(2.5*SLv),,,,,,,
5,,非預設,弩,,,,,,,,,,,,,
5,,非預設,魔導具,,,,,,,,,,,,,
6,強化速度,預設,法杖,,,-,passive,caption,每1點速度魔法燈，使魔像行動速度+${SLv}%，並常駐使魔像的移動速度提升?%。,,,,被動,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,,非預設,弩,,,,,,,,,,,,,
6,,非預設,魔導具,,,,,,,,,,,,,
7,魔導手榴彈,預設,弩,,,-,text,text,朝目標投擲魔導手榴彈，造成小範圍傷害，投擲距離有限，目標距離過遠時落點會落在最大投擲距離上。,,100 ,-,瞬發,可以放入連擊,,
,,,,,,,,mark,魔導手榴彈,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,魔導手榴彈,,,,,,,
,,,,,,,,constant,100,,,,,,,
,,,,,,,,multiplier,"100+40*SLv+Math.max($BINT,$TEC*2)",,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,radius,2+SLv/5,,,,,,,
,,,,,,,,end_position_offsets,-2,,,,,,,
,,,,,,,,target_offset,7,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,extra,condition,最大投擲距離,,,,,,,
,,,,,,,,caption,${3+0.5*SLv}m,,,,,,,
,,,,,,,,,,,,,,,,
7,,非預設,,盾牌,,,,,,,,,,,,
7,,非預設,空手,,,,,,,,,,,,,
8,冰凍手榴彈,預設,弩,,,-,text,text,朝目標投擲冰凍手榴彈，有${10*SLv}%機率附加#[冰凍]，但若自身在其爆炸範圍內，也有${5*SLv}%機率使自身陷入#[冰凍]。,,200 ,-,瞬發,可以放入連擊,,
,,,,,,,,mark,冰凍手榴彈,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,list,text,技能傷害、投擲距離、爆炸範圍等，與魔導手榴彈相同。,,,,,,,
8,,非預設,,盾牌,,,,,,,,,,,,
8,,非預設,空手,,,,,,,,,,,,,
9,閃光手榴彈,預設,弩,,,-,text,text,朝目標投擲閃光手榴彈，有${10*SLv}%機率附加#[閃光]，但若自身在其爆炸範圍內，也有${5*SLv}%機率使自身陷入#[閃光]。,,300 ,-,瞬發,可以放入連擊,,
,,,,,,,,mark,閃光手榴彈,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,list,text,技能傷害、投擲距離、爆炸範圍等，與魔導手榴彈相同。,,,,,,,
,,,,,,,,,,,,,,,,
9,,非預設,,盾牌,,,,,,,,,,,,
9,,非預設,空手,,,,,,,,,,,,,
5,0,其他,,,,,,,,,,,,,,
0,1,活動技能,1,,,,,,,,,,,,,
0,爆裂炎擊,預設,,,,-,text,text,模仿自惠惠所用的爆裂魔法，消費自身全部MP打出威力巨大的一擊，消耗MP越多威力越大。,,100 ,12 ,瞬發,無法放入連擊,極慢,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,tips,text,消耗MP的詳細說明,,,,,,,
,,,,,,,,icon,potum,,,,,,,
,,,,,,-,group,size,1,,,,,,,
,,,,,,-,list,text,要釋放此技能，當前MP值至少要高於![100]。,,,,,,,
,,,,,,-,list,text,消耗MP指![實際消耗]，因此若使用補位使消耗為0，此技能將沒有傷害。,,,,,,,
,,,,,,-,list,text,消耗MP上限為![2000]，但可通過連擊效果「增幅」的增加消耗MP效果，來突破此上限。,,,,,,,
,,,,,,-,list,text,上一條的詳細說明：若使用魔力劑超出2000MP的上限，並將該技能置於連擊結尾，連擊效果選擇「增幅」時，消耗MP會是2000*2。因此這種設置下，只有達到4000MP時，或利用其他連擊效果降低消耗，才可成功施展該技能。,,,,,,,
,,,,,,-,stack,id,1,,,,,,,
,,,,,,,,min,1,,,,,,,
,,,,,,,,max,40,,,,,,,
,,,,,,,,name,消耗MP（格數）,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,EXPLOSION!!!,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,radius,1,,,,,,,
,,,,,,,,multiplier,stack*100,,,,,,,
,,,,,,,,constant,100,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,element,fire,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,extra,condition,施放完畢後,,,,,,,
,,,,,,,,caption,自身#[昏厥]5秒。,,,,,,,
,,,,,,-,text,text,「美好世界合作活動」期間內，技能獲得強化，提升傷害與範圍。,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,EXPLOSION!!!(活動期間),,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,radius,12,,,,,,,
,,,,,,,,multiplier,stack*300,,,,,,,
,,,,,,,,constant,1000,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,element,fire,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,extra,condition,施放完畢後,,,,,,,
,,,,,,,,caption,自身#[昏厥]5秒。,,,,,,,
,,,,,,-,list,text,技能取得方式：在合作活動期間通過扭蛋取得惠惠的任意時裝，裝備上即可使用此技能。,,,,,,,
,,,,,,-,tips,text,此技能沒有技能等級。,,,,,,,
1,魔劍閃光,預設,,,,-,text,text,模仿自芸芸所用的光魔法，對前方矩形區域內的敵人造成傷害，隊伍成員越多傷害越低。,,300 ,12 ,瞬發,無法放入連擊,一般,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,stack,name,隊伍成員人數,,,,,,,
,,,,,,,,min,1,,,,,,,
,,,,,,,,max,4,,,,,,,
,,,,,,,,id,1,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,魔劍閃光,,,,,,,
,,,,,,,,constant,300,,,,,,,
,,,,,,,,multiplier,350-100*(stack-1),,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,element,light,,,,,,,
,,,,,,-,list,text,此技能的範圍描述：正對目標，自目標後方1m、左側1m的位置，畫一個半徑1m的圓，接著讓圓由左至右移動2m，畫出一矩形區域，為技能攻擊範圍。,,,,,,,
,,,,,,-,text,text,「美好世界合作活動」期間內，技能獲得強化，提升傷害與範圍。,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,魔劍閃光(活動期間),,,,,,,
,,,,,,,,constant,600,,,,,,,
,,,,,,,,multiplier,700-100*(stack-1),,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,element,light,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,list,text,活動期間的範圍：正對目標，自目標後方3m、左側12m的位置，畫一個半徑3m的圓，接著讓圓由左至右移動24m，畫出一矩形區域，為技能攻擊範圍。,,,,,,,
,,,,,,-,list,text,技能取得方式：在合作活動期間通過扭蛋取得芸芸的任意時裝，裝備上即可使用此技能。,,,,,,,
,,,,,,-,tips,text,此技能沒有技能等級。,,,,,,,
2,流星飛錘,預設,,,,-,text,text,參考雷姆使用的流星錘的技能。,,0 ,6 ,瞬發,無法放入連擊,極慢,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,-,damage,name,流星錘,,,,,,,
,,,,,,,,constant,300,,,,,,,
,,,,,,,,multiplier,10*SLv,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,extra,condition,動作期間內,,,,,,,
,,,,,,,,caption,所受傷害減輕20%。,,,,,,,
,,,,,,-,list,text,若按著移動方向鍵發動此技能，則角色會朝移動方向位移並同時進行一次!B[流星錘]。若未使用方向鍵，則在原地進行兩次!B[流星錘]，造成兩倍傷害。,,,,,,,
,,,,,,-,text,text,「Re:0 合作活動」期間內，技能獲得強化。,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,damage,name,流星錘(活動期間),,,,,,,
,,,,,,,,constant,500,,,,,,,
,,,,,,,,multiplier,10*SLv+200,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,extra,condition,動作期間內,,,,,,,
,,,,,,,,caption,所受傷害減輕20%。,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,-,list,text,技能取得方式：取得技能星石，裝備星石即可使用。,,,,,,,
3,龍破斬,預設,,,,-,text,text,消費自身所有MP，發動龍破斬，根據消費MP與角色MP上限提升傷害。,,100 ,12 ,瞬發,無法放入連擊,極慢,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,stack,id,1,,,,,,,
,,,,,,,,min,1,,,,,,,
,,,,,,,,max,20,,,,,,,
,,,,,,,,default,20,,,,,,,
,,,,,,,,name,實際消耗MP（格數）,,,,,,,
,,,,,,-,stack,id,2,,,,,,,
,,,,,,,,min,1,,,,,,,
,,,,,,,,default,2000,,,,,,,
,,,,,,,,step,100,,,,,,,
,,,,,,,,name,角色MP上限,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,龍破斬,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,element,neutral,,,,,,,
,,,,,,,,constant,stack[0]*50,,,,,,,
,,,,,,,,multiplier,stack[1]*(1+stack[0]/10)/3.2,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,effective_area,line,,,,,,,
,,,,,,,,move_distance,14,,,,,,,
,,,,,,,,radius,1,,,,,,,
,,,,,,,,stack_id,"1,2",,,,,,,
,,,,,,,,range_damage,0,,,,,,,
,,,,,,-,extra,condition,所有已處於活躍狀態的怪物(無視距離),,,,,,,
,,,,,,,,ailment_name,衰弱,,,,,,,
,,,,,,,,ailment_chance,100,,,,,,,
,,,,,,-,extra,condition,對命中成功的目標,,,,,,,
,,,,,,,,ailment_name,降防,,,,,,,
,,,,,,,,ailment_chance,0,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,list,text,「秀逗魔導士合作活動」期間內，技能獲得強化。,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,龍破斬（活動期間）,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,
,,,,,,,,element,neutral,,,,,,,
,,,,,,,,constant,stack[0]*100,,,,,,,
,,,,,,,,multiplier,stack[1]*(1+stack[0]/10),,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,effective_area,line,,,,,,,
,,,,,,,,move_distance,14,,,,,,,
,,,,,,,,radius,1,,,,,,,
,,,,,,,,stack_id,"1,2",,,,,,,
,,,,,,,,range_damage,0,,,,,,,
,,,,,,-,extra,condition,所有已處於活躍狀態的怪物(無視距離),,,,,,,
,,,,,,,,ailment_name,衰弱,,,,,,,
,,,,,,,,ailment_chance,100,,,,,,,
,,,,,,-,extra,condition,對命中成功的目標,,,,,,,
,,,,,,,,ailment_name,降防,,,,,,,
,,,,,,,,ailment_chance,0,,,,,,,
,,,,,,-,list,text,此技能動作時間約達6秒長，且不受行動速度或#[冰凍]等等的效果影響。,,,,,,,
,,,,,,-,list,text,此技能公式中，角色MP上限值使用原始值計算，可以超出2000。,,,,,,,
,,,,,,-,tips,text,例如，角色基礎MP300，裝備與狀態總計+3000MP，則倍率中的角色MP上限將以3300MP計算。,,,,,,,
,,,,,,-,list,text,此技能雖然是範圍傷害，但僅能傷害到已處於活躍狀態的目標（有顯示血條）。,,,,,,,
,,,,,,-,list,text,此技能造成慣性的時機是在附加#[衰弱]時，故受到衰弱效果敵人即使沒有受到傷害，也會改變一次慣性。,,,,,,,
,,,,,,-,list,text,降防的附加機率未知，但似乎與消費MP有關，消費MP低於800時幾乎不會附加。,,,,,,,
,,,,,,-,list,text,技能取得方式：在合作活動期間通過扭蛋取得莉娜的任意時裝，裝備上即可使用此技能。,,,,,,,
,,,,,,-,tips,text,技能倍率會有2左右的誤差，大概是小數點運算造成的。,,,,,,,
,,,,,,-,tips,text,此技能沒有技能等級。,,,,,,,
4,鐵管,預設,,,,-,text,text,進行小範圍攻擊，暴擊率降低，但暴擊成功時令敵人#[膽怯]。,,0 ,4 ,瞬發,不可放入連擊的第一招,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,-,damage,constant,0,,,,,,,
,,,,,,,,multiplier,50+5*SLv+$BSTR*0.4,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,radius,1,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,element,neutral,,,,,,,
,,,,,,-,extra,critical_rate,-SLv*5,~,,,,,,
,,,,,,-,extra,condition,暴擊時,,,,,,,
,,,,,,,,ailment_name,膽怯,,,,,,,
,,,,,,,,ailment_chance,100,,,,,,,
5,復古弩,預設,,,,-,text,text,可攻擊目標並吸引其恨意，距離越遠，效果越大。,,100 ,12 ,瞬發,可以放入連擊,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,stack,id,1,,,,,,,
,,,,,,,,name,與目標距離,,,,,,,
,,,,,,,,unit,m,,,,,,,
,,,,,,,,max,12,,,,,,,
,,,,,,,,default,12,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,-,damage,constant,100,,,,,,,
,,,,,,,,multiplier,50+5*SLv+$BDEX*0.4,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,element,neutral,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,-,extra,caption,"對目標造成額外${[0,0,0,0,0,0,0,SLv*30,SLv*30,SLv*30,SLv*80,SLv*80,SLv*80][stack]}仇恨。",,,,,,,
,,,,,,,,condition,自身被目標鎖定時,,,,,,,
,,,,,,-,list,text,此技能額外仇恨部分，受角色恨意值加減效果影響。,,,,,,,
6,麥格農,預設,,,,-,text,text,開始戰鬥後，每隔${20-SLv}秒獲得一層![麥格農裝填](層數上限99)，消耗層數以發動![麥格農射擊]。,,400 ,18 ,瞬發,可以放入連擊,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,
,,,,,,-,damage,name,麥格農射擊,,,,,,,
,,,,,,,,constant,40*SLv,,,,,,,
,,,,,,,,multiplier,100*SLv+CLv,,,,,,,
,,,,,,,,range_damage,long,,,,,,,
,,,,,,,,element,fire,,,,,,,
,,,,,,-,extra,caption,此傷害#[必定暴擊]。,,,,,,,
,,,,,,-,extra,caption,此傷害命中-35%。,,,,,,,
,,,,,,-,tips,text,此技能數據與角色等級有關，注意調整下方選項內的角色等級以得到正確數值。,,,,,,,
1,1,寵物技能,1,,,,,,,,,,,,,
0,破壞強襲,預設,,,,-,proration,damage,physical,,800 ,main,瞬發,,,
,,,,,,-,damage,constant,1000+100*SLv,,,,,,,
,,,,,,,,multiplier,400+30*SLv,,,,,,,
,,,,,,,,range_damage,unused,,,,,,,
,,,,,,,,unsheathe_damage,unused,,,,,,,
1,HP高升,預設,,,,-,passive,max_hp,500*SLv,,,,被動,,,
,,,,,,,,max_hp,2*SLv,%,,,,,,
2,吸收MP,預設,,,,-,passive,attack_mp_recovery,10*SLv,%,,,被動,,,
,,,,,,,,attack_mp_recovery,SLv,,,,,,,
,,,,,,-,list,text,攻擊回復MP+${10*SLv}%的部分，與正義性格的+100%攻擊回復MP的效果疊加。,,,,,,,
,,,,,,-,reference,url,https://slv-memo.space/pet_overview#CleanHit,,,,,,,
,,,,,,,,url_text,資料來源,,,,,,,
3,退隱藏身,預設,,,,-,text,text,將寵物受到的傷害轉移給主人。,,,,被動,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,passive,caption,寵物受傷-![50%]，主人受到移轉傷害的${110-2*SLv}%。,,,,,,,
,,,,,,-,list,text,移轉傷害亦會造成!S[神速掌握]、!S[交叉火線]等受到傷害就會中斷的技能中斷。,,,,,,,
4,魔力槍擊,預設,,,,-,proration,damage,magic,,800 ,,瞬發,,,
,,,,,,-,damage,damage_type,magic,,,,,,,
,,,,,,,,constant,2000+100*SLv,,,,,,,
,,,,,,,,multiplier,300+30*SLv,,,,,,,
,,,,,,,,range_damage,unused,,,,,,,
,,,,,,,,unsheathe_damage,unused,,,,,,,
5,暴擊高升,預設,,,,-,effect,duration,10,,200 ,,瞬發,,,
,,,,,,,,type,party,,,,,,,
,,,,,,,,critical_damage,SLv,,,,,,,
,,,,,,-,extra,condition,行動倍率帶有紅↑時,,,,,,,
,,,,,,,,critical_damage,2,,,,,,,
,,,,,,-,tips,text,"""紅↑""效果在主效果上疊加。",,,,,,,
6,暴力重擊,預設,,,,-,proration,damage,physical,,400 ,main,瞬發,,,
,,,,,,-,damage,constant,40*SLv,,,,,,,
,,,,,,,,multiplier,300+20*SLv,,,,,,,
,,,,,,,,range_damage,unused,,,,,,,
,,,,,,,,unsheathe_damage,unused,,,,,,,
7,迷蹤奇襲,預設,,,,-,damage,constant,50+5*SLv,,100 ,main,瞬發,,,
,,,,,,,,multiplier,100+10*SLv,,,,,,,
,,,,,,,,range_damage,unused,,,,,,,
,,,,,,,,unsheathe_damage,unused,,,,,,,
,,,,,,-,base,type,both,,,,,,,
,,,,,,-,extra,caption,不造成仇恨值。,,,,,,,
,,,,,,-,list,text,此技能之傷害類型，取決於寵物![ATK]與![MATK]何者較高，例如若ATK高為物理攻擊，使用物理慣性、物理爆擊、物理穩定率等等；反之同理。,,,,,,,
8,魔彈射擊,預設,,,,-,proration,damage,magic,,400 ,,瞬發,,,
,,,,,,-,damage,damage_type,magic,,,,,,,
,,,,,,,,constant,250+25*SLv,,,,,,,
,,,,,,,,multiplier,200+20*SLv,,,,,,,
,,,,,,,,range_damage,unused,,,,,,,
,,,,,,,,unsheathe_damage,unused,,,,,,,
9,陣風爆燃,預設,,,,-,proration,damage,magic,,600 ,,瞬發,,,
,,,,,,-,damage,damage_type,magic,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,radius,3+0.5*SLv,,,,,,,
